SaleID,Date,Year,Month,Season,CustomerID,ProductID,ProductName,Category,Quantity,UnitPrice,DiscountPercent,GrossAmount,NetAmount,Channel
SALE-00189,2024-04-14,2024,4,Spring,CUST-0011,PRD-0069,Basic Swim Trunks,Swimwear,3,22.04,0.0,66.12,66.12,In-Store
SALE-00190,2024-04-14,2024,4,Spring,CUST-0004,PRD-0013,Basic Shorts,Bottoms,1,29.02,0.0,29.02,29.02,Online
SALE-00191,2024-04-14,2024,4,Spring,CUST-0034,PRD-0010,Premium Crop Top,Tops,2,42.82,0.0,85.64,85.64,In-Store
SALE-00192,2024-04-15,2024,4,Spring,CUST-0048,PRD-0039,Basic Yoga Pants,Activewear,2,21.99,0.0,43.98,43.98,Online
SALE-00193,2024-04-15,2024,4,Spring,CUST-0003,PRD-0061,Basic Beanie,Accessories,1,25.12,0.1,25.12,22.61,In-Store
SALE-00194,2024-04-16,2024,4,Spring,CUST-0061,PRD-0024,Premium Maxi Dress,Dresses,4,139.05,0.1,556.2,500.58,In-Store
SALE-00195,2024-04-16,2024,4,Spring,CUST-0042,PRD-0020,Premium Leggings,Bottoms,2,38.24,0.0,76.48,76.48,In-Store
SALE-00196,2024-04-16,2024,4,Spring,CUST-0037,PRD-0010,Premium Crop Top,Tops,2,42.82,0.0,85.64,85.64,In-Store
SALE-00197,2024-04-17,2024,4,Spring,CUST-0039,PRD-0045,Basic Track Jacket,Activewear,2,54.66,0.1,109.32,98.39,Online
SALE-00198,2024-04-17,2024,4,Spring,CUST-0036,PRD-0038,Premium Cardigan,Outerwear,1,206.33,0.0,206.33,206.33,Mobile App
SALE-00199,2024-04-18,2024,4,Spring,CUST-0034,PRD-0029,Basic Winter Coat,Outerwear,2,106.95,0.0,213.9,213.9,In-Store
SALE-00200,2024-04-19,2024,4,Spring,CUST-0030,PRD-0064,Premium Belt,Accessories,2,52.98,0.0,105.96,105.96,Online
SALE-00201,2024-04-19,2024,4,Spring,CUST-0075,PRD-0053,Basic Flip Flops,Footwear,3,120.55,0.1,361.65,325.48,Online
SALE-00202,2024-04-21,2024,4,Spring,CUST-0036,PRD-0014,Premium Shorts,Bottoms,2,58.96,0.0,117.92,117.92,Online
SALE-00203,2024-04-21,2024,4,Spring,CUST-0048,PRD-0046,Premium Track Jacket,Activewear,2,49.41,0.0,98.82,98.82,In-Store
SALE-00204,2024-04-21,2024,4,Spring,CUST-0049,PRD-0001,Basic T-Shirt,Tops,1,26.93,0.1,26.93,24.24,In-Store
SALE-00205,2024-04-22,2024,4,Spring,CUST-0070,PRD-0004,Premium Blouse,Tops,1,61.37,0.0,61.37,61.37,In-Store
SALE-00206,2024-04-22,2024,4,Spring,CUST-0080,PRD-0011,Basic Jeans,Bottoms,1,28.68,0.1,28.68,25.81,In-Store
SALE-00207,2024-04-22,2024,4,Spring,CUST-0070,PRD-0045,Basic Track Jacket,Activewear,2,54.66,0.2,109.32,87.46,In-Store
SALE-00208,2024-04-23,2024,4,Spring,CUST-0039,PRD-0036,Premium Trench Coat,Outerwear,1,299.66,0.0,299.66,299.66,Mobile App
SALE-00209,2024-04-23,2024,4,Spring,CUST-0065,PRD-0045,Basic Track Jacket,Activewear,2,54.66,0.2,109.32,87.46,Mobile App
SALE-00210,2024-04-23,2024,4,Spring,CUST-0004,PRD-0001,Basic T-Shirt,Tops,2,26.93,0.0,53.86,53.86,Mobile App
SALE-00211,2024-04-24,2024,4,Spring,CUST-0028,PRD-0041,Basic Sports Bra,Activewear,1,46.62,0.2,46.62,37.3,Online
SALE-00212,2024-04-24,2024,4,Spring,CUST-0035,PRD-0071,Basic One-Piece Swimsuit,Swimwear,2,29.51,0.0,59.02,59.02,In-Store
SALE-00213,2024-04-24,2024,4,Spring,CUST-0019,PRD-0020,Premium Leggings,Bottoms,3,38.24,0.0,114.72,114.72,In-Store
SALE-00214,2024-04-24,2024,4,Spring,CUST-0068,PRD-0006,Premium Tank Top,Tops,1,44.5,0.0,44.5,44.5,Online
SALE-00215,2024-04-24,2024,4,Spring,CUST-0039,PRD-0017,Basic Trousers,Bottoms,1,79.19,0.0,79.19,79.19,Online
SALE-00216,2024-04-24,2024,4,Spring,CUST-0051,PRD-0064,Premium Belt,Accessories,2,52.98,0.0,105.96,105.96,Mobile App
SALE-00217,2024-04-25,2024,4,Spring,CUST-0023,PRD-0014,Premium Shorts,Bottoms,1,58.96,0.0,58.96,58.96,Mobile App
SALE-00218,2024-04-26,2024,4,Spring,CUST-0044,PRD-0061,Basic Beanie,Accessories,1,25.12,0.1,25.12,22.61,Online
SALE-00219,2024-04-26,2024,4,Spring,CUST-0044,PRD-0046,Premium Track Jacket,Activewear,1,49.41,0.0,49.41,49.41,Online
SALE-00220,2024-04-27,2024,4,Spring,CUST-0007,PRD-0063,Basic Belt,Accessories,3,20.59,0.0,61.77,61.77,In-Store
SALE-00221,2024-04-28,2024,4,Spring,CUST-0066,PRD-0045,Basic Track Jacket,Activewear,2,54.66,0.0,109.32,109.32,Online
SALE-00222,2024-04-28,2024,4,Spring,CUST-0022,PRD-0035,Basic Trench Coat,Outerwear,1,154.38,0.1,154.38,138.94,In-Store
SALE-00223,2024-04-29,2024,4,Spring,CUST-0015,PRD-0024,Premium Maxi Dress,Dresses,1,139.05,0.2,139.05,111.24,Online
SALE-00224,2024-04-29,2024,4,Spring,CUST-0046,PRD-0020,Premium Leggings,Bottoms,1,38.24,0.1,38.24,34.42,Online
SALE-00225,2024-04-30,2024,4,Spring,CUST-0023,PRD-0057,Basic Sun Hat,Accessories,3,22.55,0.0,67.65,67.65,Online
SALE-00226,2024-05-02,2024,5,Spring,CUST-0067,PRD-0023,Basic Maxi Dress,Dresses,2,59.74,0.1,119.48,107.53,In-Store
SALE-00227,2024-05-02,2024,5,Spring,CUST-0018,PRD-0005,Basic Tank Top,Tops,2,39.45,0.0,78.9,78.9,Online
SALE-00228,2024-05-03,2024,5,Spring,CUST-0032,PRD-0007,Basic Polo Shirt,Tops,1,29.13,0.2,29.13,23.3,Online
SALE-00229,2024-05-03,2024,5,Spring,CUST-0028,PRD-0050,Premium Sneakers,Footwear,1,70.35,0.0,70.35,70.35,In-Store
SALE-00230,2024-05-03,2024,5,Spring,CUST-0057,PRD-0010,Premium Crop Top,Tops,1,42.82,0.0,42.82,42.82,Mobile App
SALE-00231,2024-05-05,2024,5,Spring,CUST-0075,PRD-0052,Premium Boots,Footwear,1,167.32,0.1,167.32,150.59,In-Store
SALE-00232,2024-05-05,2024,5,Spring,CUST-0013,PRD-0029,Basic Winter Coat,Outerwear,1,106.95,0.0,106.95,106.95,Mobile App
SALE-00233,2024-05-05,2024,5,Spring,CUST-0005,PRD-0030,Premium Winter Coat,Outerwear,1,191.36,0.0,191.36,191.36,In-Store
SALE-00234,2024-05-05,2024,5,Spring,CUST-0009,PRD-0014,Premium Shorts,Bottoms,2,58.96,0.0,117.92,117.92,In-Store
SALE-00235,2024-05-05,2024,5,Spring,CUST-0039,PRD-0029,Basic Winter Coat,Outerwear,1,106.95,0.0,106.95,106.95,In-Store
SALE-00236,2024-05-05,2024,5,Spring,CUST-0072,PRD-0042,Premium Sports Bra,Activewear,1,73.12,0.0,73.12,73.12,Mobile App
SALE-00237,2024-05-06,2024,5,Spring,CUST-0072,PRD-0003,Basic Blouse,Tops,2,22.01,0.0,44.02,44.02,Mobile App
SALE-00238,2024-05-06,2024,5,Spring,CUST-0048,PRD-0005,Basic Tank Top,Tops,2,39.45,0.1,78.9,71.01,Online
SALE-00239,2024-05-08,2024,5,Spring,CUST-0016,PRD-0032,Premium Denim Jacket,Outerwear,1,176.16,0.0,176.16,176.16,Mobile App
SALE-00240,2024-05-08,2024,5,Spring,CUST-0038,PRD-0065,Basic Sunglasses,Accessories,1,14.3,0.1,14.3,12.87,In-Store
SALE-00241,2024-05-08,2024,5,Spring,CUST-0050,PRD-0039,Basic Yoga Pants,Activewear,2,21.99,0.1,43.98,39.58,In-Store
SALE-00242,2024-05-09,2024,5,Spring,CUST-0022,PRD-0029,Basic Winter Coat,Outerwear,1,106.95,0.0,106.95,106.95,In-Store
SALE-00243,2024-05-09,2024,5,Spring,CUST-0022,PRD-0014,Premium Shorts,Bottoms,1,58.96,0.1,58.96,53.06,Online
SALE-00244,2024-05-10,2024,5,Spring,CUST-0058,PRD-0001,Basic T-Shirt,Tops,2,26.93,0.0,53.86,53.86,In-Store
SALE-00245,2024-05-10,2024,5,Spring,CUST-0060,PRD-0054,Premium Flip Flops,Footwear,1,150.32,0.0,150.32,150.32,In-Store
SALE-00246,2024-05-11,2024,5,Spring,CUST-0050,PRD-0039,Basic Yoga Pants,Activewear,1,21.99,0.0,21.99,21.99,Online
SALE-00247,2024-05-11,2024,5,Spring,CUST-0078,PRD-0005,Basic Tank Top,Tops,2,39.45,0.0,78.9,78.9,In-Store
SALE-00248,2024-05-12,2024,5,Spring,CUST-0050,PRD-0037,Basic Cardigan,Outerwear,1,176.88,0.0,176.88,176.88,In-Store
SALE-00249,2024-05-12,2024,5,Spring,CUST-0006,PRD-0018,Premium Trousers,Bottoms,2,65.4,0.0,130.8,130.8,In-Store
SALE-00250,2024-05-13,2024,5,Spring,CUST-0010,PRD-0051,Basic Boots,Footwear,3,82.09,0.1,246.27,221.64,Mobile App
SALE-00251,2024-05-13,2024,5,Spring,CUST-0029,PRD-0060,Premium Scarf,Accessories,3,20.13,0.1,60.39,54.35,Mobile App
SALE-00252,2024-05-14,2024,5,Spring,CUST-0058,PRD-0040,Premium Yoga Pants,Activewear,1,82.02,0.0,82.02,82.02,Online
SALE-00253,2024-05-15,2024,5,Spring,CUST-0043,PRD-0030,Premium Winter Coat,Outerwear,2,191.36,0.2,382.72,306.18,Mobile App
SALE-00254,2024-05-15,2024,5,Spring,CUST-0068,PRD-0046,Premium Track Jacket,Activewear,2,49.41,0.0,98.82,98.82,In-Store
SALE-00255,2024-05-15,2024,5,Spring,CUST-0011,PRD-0031,Basic Denim Jacket,Outerwear,1,206.78,0.0,206.78,206.78,In-Store
SALE-00256,2024-05-15,2024,5,Spring,CUST-0027,PRD-0060,Premium Scarf,Accessories,3,20.13,0.1,60.39,54.35,Mobile App
SALE-00257,2024-05-15,2024,5,Spring,CUST-0003,PRD-0012,Premium Jeans,Bottoms,1,106.38,0.0,106.38,106.38,In-Store
SALE-00258,2024-05-16,2024,5,Spring,CUST-0060,PRD-0039,Basic Yoga Pants,Activewear,1,21.99,0.0,21.99,21.99,In-Store
SALE-00259,2024-05-16,2024,5,Spring,CUST-0078,PRD-0020,Premium Leggings,Bottoms,1,38.24,0.2,38.24,30.59,In-Store
SALE-00260,2024-05-17,2024,5,Spring,CUST-0001,PRD-0044,Premium Running Shorts,Activewear,2,64.76,0.1,129.52,116.57,In-Store
SALE-00261,2024-05-17,2024,5,Spring,CUST-0066,PRD-0063,Basic Belt,Accessories,1,20.59,0.2,20.59,16.47,In-Store
SALE-00262,2024-05-17,2024,5,Spring,CUST-0017,PRD-0034,Premium Puffer Jacket,Outerwear,1,115.0,0.0,115.0,115.0,In-Store
SALE-00263,2024-05-18,2024,5,Spring,CUST-0035,PRD-0004,Premium Blouse,Tops,1,61.37,0.0,61.37,61.37,Online
SALE-00264,2024-05-18,2024,5,Spring,CUST-0013,PRD-0044,Premium Running Shorts,Activewear,2,64.76,0.0,129.52,129.52,Online
SALE-00265,2024-05-19,2024,5,Spring,CUST-0004,PRD-0051,Basic Boots,Footwear,1,82.09,0.1,82.09,73.88,In-Store
SALE-00266,2024-05-19,2024,5,Spring,CUST-0048,PRD-0060,Premium Scarf,Accessories,3,20.13,0.0,60.39,60.39,Online
SALE-00267,2024-05-20,2024,5,Spring,CUST-0055,PRD-0036,Premium Trench Coat,Outerwear,2,299.66,0.0,599.32,599.32,Mobile App
SALE-00268,2024-05-20,2024,5,Spring,CUST-0028,PRD-0025,Basic Cocktail Dress,Dresses,1,95.42,0.0,95.42,95.42,In-Store
SALE-00269,2024-05-21,2024,5,Spring,CUST-0067,PRD-0068,Premium Bikini,Swimwear,4,48.17,0.0,192.68,192.68,In-Store
SALE-00270,2024-05-21,2024,5,Spring,CUST-0031,PRD-0012,Premium Jeans,Bottoms,2,106.38,0.0,212.76,212.76,Mobile App
SALE-00271,2024-05-22,2024,5,Spring,CUST-0001,PRD-0064,Premium Belt,Accessories,3,52.98,0.0,158.94,158.94,Online
SALE-00272,2024-05-22,2024,5,Spring,CUST-0037,PRD-0072,Premium One-Piece Swimsuit,Swimwear,3,104.99,0.1,314.97,283.47,Online
SALE-00273,2024-05-22,2024,5,Spring,CUST-0031,PRD-0039,Basic Yoga Pants,Activewear,3,21.99,0.1,65.97,59.37,In-Store
SALE-00274,2024-05-22,2024,5,Spring,CUST-0002,PRD-0018,Premium Trousers,Bottoms,1,65.4,0.0,65.4,65.4,Online
SALE-00275,2024-05-22,2024,5,Spring,CUST-0039,PRD-0006,Premium Tank Top,Tops,1,44.5,0.1,44.5,40.05,In-Store
SALE-00276,2024-05-23,2024,5,Spring,CUST-0024,PRD-0026,Premium Cocktail Dress,Dresses,1,118.94,0.0,118.94,118.94,In-Store
SALE-00277,2024-05-24,2024,5,Spring,CUST-0028,PRD-0040,Premium Yoga Pants,Activewear,1,82.02,0.0,82.02,82.02,In-Store
SALE-00278,2024-05-24,2024,5,Spring,CUST-0043,PRD-0057,Basic Sun Hat,Accessories,1,22.55,0.0,22.55,22.55,In-Store
SALE-00279,2024-05-25,2024,5,Spring,CUST-0006,PRD-0007,Basic Polo Shirt,Tops,2,29.13,0.0,58.26,58.26,Mobile App
SALE-00280,2024-05-25,2024,5,Spring,CUST-0005,PRD-0014,Premium Shorts,Bottoms,2,58.96,0.0,117.92,117.92,Online
SALE-00281,2024-05-26,2024,5,Spring,CUST-0070,PRD-0039,Basic Yoga Pants,Activewear,1,21.99,0.0,21.99,21.99,In-Store
SALE-00282,2024-05-26,2024,5,Spring,CUST-0018,PRD-0005,Basic Tank Top,Tops,1,39.45,0.2,39.45,31.56,In-Store
SALE-00283,2024-05-27,2024,5,Spring,CUST-0042,PRD-0060,Premium Scarf,Accessories,1,20.13,0.1,20.13,18.12,In-Store
SALE-00284,2024-05-28,2024,5,Spring,CUST-0002,PRD-0056,Premium Loafers,Footwear,1,84.75,0.1,84.75,76.28,Mobile App
SALE-00285,2024-05-28,2024,5,Spring,CUST-0051,PRD-0062,Premium Beanie,Accessories,2,35.38,0.0,70.76,70.76,Online
SALE-00286,2024-05-29,2024,5,Spring,CUST-0078,PRD-0025,Basic Cocktail Dress,Dresses,1,95.42,0.0,95.42,95.42,Mobile App
SALE-00287,2024-05-29,2024,5,Spring,CUST-0002,PRD-0048,Premium Sandals,Footwear,4,87.64,0.0,350.56,350.56,Online
SALE-00288,2024-05-31,2024,5,Spring,CUST-0032,PRD-0009,Basic Crop Top,Tops,1,22.4,0.0,22.4,22.4,Online
SALE-00289,2024-05-31,2024,5,Spring,CUST-0076,PRD-0049,Basic Sneakers,Footwear,4,117.43,0.0,469.72,469.72,Mobile App
SALE-00290,2024-05-31,2024,5,Spring,CUST-0047,PRD-0050,Premium Sneakers,Footwear,1,70.35,0.1,70.35,63.32,In-Store
SALE-00291,2024-06-01,2024,6,Summer,CUST-0038,PRD-0040,Premium Yoga Pants,Activewear,2,82.02,0.0,164.04,164.04,Mobile App
SALE-00292,2024-06-01,2024,6,Summer,CUST-0032,PRD-0058,Premium Sun Hat,Accessories,2,46.9,0.4,93.8,56.28,Online
SALE-00293,2024-06-03,2024,6,Summer,CUST-0054,PRD-0070,Premium Swim Trunks,Swimwear,1,98.82,0.1,98.82,88.94,In-Store
SALE-00294,2024-06-04,2024,6,Summer,CUST-0020,PRD-0005,Basic Tank Top,Tops,2,39.45,0.0,78.9,78.9,In-Store
SALE-00295,2024-06-05,2024,6,Summer,CUST-0032,PRD-0057,Basic Sun Hat,Accessories,1,22.55,0.1,22.55,20.3,Online
SALE-00296,2024-06-06,2024,6,Summer,CUST-0057,PRD-0008,Premium Polo Shirt,Tops,1,37.93,0.3,37.93,26.55,In-Store
SALE-00297,2024-06-06,2024,6,Summer,CUST-0029,PRD-0008,Premium Polo Shirt,Tops,2,37.93,0.0,75.86,75.86,Online
SALE-00298,2024-06-06,2024,6,Summer,CUST-0008,PRD-0050,Premium Sneakers,Footwear,1,70.35,0.3,70.35,49.24,Online
SALE-00299,2024-06-07,2024,6,Summer,CUST-0078,PRD-0009,Basic Crop Top,Tops,1,22.4,0.3,22.4,15.68,Online
SALE-00300,2024-06-08,2024,6,Summer,CUST-0074,PRD-0057,Basic Sun Hat,Accessories,1,22.55,0.1,22.55,20.3,Online
SALE-00301,2024-06-10,2024,6,Summer,CUST-0033,PRD-0035,Basic Trench Coat,Outerwear,2,154.38,0.1,308.76,277.88,Online
SALE-00302,2024-06-11,2024,6,Summer,CUST-0069,PRD-0069,Basic Swim Trunks,Swimwear,1,22.04,0.0,22.04,22.04,In-Store
SALE-00303,2024-06-11,2024,6,Summer,CUST-0077,PRD-0053,Basic Flip Flops,Footwear,1,120.55,0.0,120.55,120.55,Mobile App
SALE-00304,2024-06-12,2024,6,Summer,CUST-0080,PRD-0027,Basic Wrap Dress,Dresses,1,63.72,0.0,63.72,63.72,Mobile App
SALE-00305,2024-06-12,2024,6,Summer,CUST-0076,PRD-0019,Basic Leggings,Bottoms,3,79.88,0.2,239.64,191.71,Online
SALE-00306,2024-06-13,2024,6,Summer,CUST-0042,PRD-0008,Premium Polo Shirt,Tops,1,37.93,0.3,37.93,26.55,In-Store
SALE-00307,2024-06-14,2024,6,Summer,CUST-0037,PRD-0051,Basic Boots,Footwear,1,82.09,0.0,82.09,82.09,Online
SALE-00308,2024-06-15,2024,6,Summer,CUST-0066,PRD-0070,Premium Swim Trunks,Swimwear,1,98.82,0.3,98.82,69.17,Online
SALE-00309,2024-06-15,2024,6,Summer,CUST-0023,PRD-0058,Premium Sun Hat,Accessories,2,46.9,0.3,93.8,65.66,In-Store
SALE-00310,2024-06-16,2024,6,Summer,CUST-0079,PRD-0071,Basic One-Piece Swimsuit,Swimwear,2,29.51,0.0,59.02,59.02,In-Store
SALE-00311,2024-06-17,2024,6,Summer,CUST-0067,PRD-0026,Premium Cocktail Dress,Dresses,1,118.94,0.1,118.94,107.05,Online
SALE-00312,2024-06-17,2024,6,Summer,CUST-0019,PRD-0071,Basic One-Piece Swimsuit,Swimwear,1,29.51,0.0,29.51,29.51,In-Store
SALE-00313,2024-06-18,2024,6,Summer,CUST-0072,PRD-0059,Basic Scarf,Accessories,1,28.16,0.0,28.16,28.16,Mobile App
SALE-00314,2024-06-18,2024,6,Summer,CUST-0074,PRD-0066,Premium Sunglasses,Accessories,1,31.97,0.0,31.97,31.97,Mobile App
SALE-00315,2024-06-19,2024,6,Summer,CUST-0049,PRD-0011,Basic Jeans,Bottoms,1,28.68,0.0,28.68,28.68,Online
SALE-00316,2024-06-19,2024,6,Summer,CUST-0009,PRD-0023,Basic Maxi Dress,Dresses,2,59.74,0.0,119.48,119.48,Online
SALE-00317,2024-06-20,2024,6,Summer,CUST-0062,PRD-0071,Basic One-Piece Swimsuit,Swimwear,1,29.51,0.0,29.51,29.51,Mobile App
SALE-00318,2024-06-22,2024,6,Summer,CUST-0053,PRD-0066,Premium Sunglasses,Accessories,1,31.97,0.4,31.97,19.18,Online
SALE-00319,2024-06-23,2024,6,Summer,CUST-0057,PRD-0018,Premium Trousers,Bottoms,1,65.4,0.0,65.4,65.4,In-Store
SALE-00320,2024-06-23,2024,6,Summer,CUST-0023,PRD-0068,Premium Bikini,Swimwear,1,48.17,0.0,48.17,48.17,Online
SALE-00321,2024-06-25,2024,6,Summer,CUST-0059,PRD-0068,Premium Bikini,Swimwear,2,48.17,0.0,96.34,96.34,In-Store
SALE-00322,2024-06-26,2024,6,Summer,CUST-0053,PRD-0049,Basic Sneakers,Footwear,1,117.43,0.1,117.43,105.69,In-Store
SALE-00323,2024-06-27,2024,6,Summer,CUST-0049,PRD-0006,Premium Tank Top,Tops,3,44.5,0.0,133.5,133.5,In-Store
SALE-00324,2024-06-28,2024,6,Summer,CUST-0050,PRD-0040,Premium Yoga Pants,Activewear,2,82.02,0.3,164.04,114.83,In-Store
SALE-00325,2024-06-28,2024,6,Summer,CUST-0045,PRD-0047,Basic Sandals,Footwear,2,111.68,0.3,223.36,156.35,In-Store
SALE-00326,2024-06-28,2024,6,Summer,CUST-0051,PRD-0053,Basic Flip Flops,Footwear,1,120.55,0.0,120.55,120.55,In-Store
SALE-00327,2024-06-29,2024,6,Summer,CUST-0008,PRD-0005,Basic Tank Top,Tops,2,39.45,0.2,78.9,63.12,In-Store
SALE-00328,2024-06-30,2024,6,Summer,CUST-0078,PRD-0004,Premium Blouse,Tops,1,61.37,0.1,61.37,55.23,In-Store
SALE-00329,2024-06-30,2024,6,Summer,CUST-0009,PRD-0003,Basic Blouse,Tops,1,22.01,0.0,22.01,22.01,Online
SALE-00330,2024-06-30,2024,6,Summer,CUST-0072,PRD-0059,Basic Scarf,Accessories,1,28.16,0.0,28.16,28.16,In-Store
SALE-00331,2024-07-01,2024,7,Summer,CUST-0019,PRD-0035,Basic Trench Coat,Outerwear,2,154.38,0.1,308.76,277.88,In-Store
SALE-00332,2024-07-01,2024,7,Summer,CUST-0027,PRD-0012,Premium Jeans,Bottoms,2,106.38,0.1,212.76,191.48,Mobile App
SALE-00333,2024-07-01,2024,7,Summer,CUST-0043,PRD-0070,Premium Swim Trunks,Swimwear,1,98.82,0.0,98.82,98.82,In-Store
SALE-00334,2024-07-02,2024,7,Summer,CUST-0001,PRD-0054,Premium Flip Flops,Footwear,1,150.32,0.2,150.32,120.26,In-Store
SALE-00335,2024-07-03,2024,7,Summer,CUST-0056,PRD-0034,Premium Puffer Jacket,Outerwear,1,115.0,0.1,115.0,103.5,In-Store
SALE-00336,2024-07-03,2024,7,Summer,CUST-0010,PRD-0067,Basic Bikini,Swimwear,1,31.73,0.0,31.73,31.73,In-Store
SALE-00337,2024-07-04,2024,7,Summer,CUST-0022,PRD-0010,Premium Crop Top,Tops,1,42.82,0.3,42.82,29.97,Online
SALE-00338,2024-07-05,2024,7,Summer,CUST-0021,PRD-0048,Premium Sandals,Footwear,1,87.64,0.0,87.64,87.64,In-Store
SALE-00339,2024-07-07,2024,7,Summer,CUST-0062,PRD-0026,Premium Cocktail Dress,Dresses,2,118.94,0.4,237.88,142.73,In-Store
SALE-00340,2024-07-08,2024,7,Summer,CUST-0015,PRD-0053,Basic Flip Flops,Footwear,3,120.55,0.3,361.65,253.15,Mobile App
SALE-00341,2024-07-09,2024,7,Summer,CUST-0054,PRD-0001,Basic T-Shirt,Tops,2,26.93,0.1,53.86,48.47,In-Store
SALE-00342,2024-07-09,2024,7,Summer,CUST-0078,PRD-0041,Basic Sports Bra,Activewear,1,46.62,0.0,46.62,46.62,In-Store
SALE-00343,2024-07-10,2024,7,Summer,CUST-0036,PRD-0069,Basic Swim Trunks,Swimwear,1,22.04,0.1,22.04,19.84,Online
SALE-00344,2024-07-11,2024,7,Summer,CUST-0080,PRD-0041,Basic Sports Bra,Activewear,1,46.62,0.3,46.62,32.63,Online
SALE-00345,2024-07-11,2024,7,Summer,CUST-0012,PRD-0042,Premium Sports Bra,Activewear,2,73.12,0.1,146.24,131.62,Mobile App
SALE-00346,2024-07-12,2024,7,Summer,CUST-0049,PRD-0010,Premium Crop Top,Tops,1,42.82,0.3,42.82,29.97,In-Store
SALE-00347,2024-07-13,2024,7,Summer,CUST-0062,PRD-0048,Premium Sandals,Footwear,1,87.64,0.2,87.64,70.11,Mobile App
SALE-00348,2024-07-14,2024,7,Summer,CUST-0011,PRD-0045,Basic Track Jacket,Activewear,1,54.66,0.2,54.66,43.73,In-Store
SALE-00349,2024-07-14,2024,7,Summer,CUST-0059,PRD-0069,Basic Swim Trunks,Swimwear,1,22.04,0.0,22.04,22.04,In-Store
SALE-00350,2024-07-15,2024,7,Summer,CUST-0038,PRD-0041,Basic Sports Bra,Activewear,1,46.62,0.4,46.62,27.97,Mobile App
SALE-00351,2024-07-15,2024,7,Summer,CUST-0078,PRD-0028,Premium Wrap Dress,Dresses,3,68.7,0.4,206.1,123.66,In-Store
SALE-00352,2024-07-16,2024,7,Summer,CUST-0077,PRD-0055,Basic Loafers,Footwear,1,120.3,0.1,120.3,108.27,Online
SALE-00353,2024-07-16,2024,7,Summer,CUST-0071,PRD-0010,Premium Crop Top,Tops,1,42.82,0.0,42.82,42.82,Mobile App
SALE-00354,2024-07-16,2024,7,Summer,CUST-0048,PRD-0023,Basic Maxi Dress,Dresses,1,59.74,0.0,59.74,59.74,Online
SALE-00355,2024-07-17,2024,7,Summer,CUST-0066,PRD-0002,Premium T-Shirt,Tops,1,25.33,0.1,25.33,22.8,In-Store
SALE-00356,2024-07-17,2024,7,Summer,CUST-0042,PRD-0004,Premium Blouse,Tops,1,61.37,0.1,61.37,55.23,Online
SALE-00357,2024-07-19,2024,7,Summer,CUST-0057,PRD-0064,Premium Belt,Accessories,1,52.98,0.0,52.98,52.98,In-Store
SALE-00358,2024-07-22,2024,7,Summer,CUST-0038,PRD-0019,Basic Leggings,Bottoms,2,79.88,0.1,159.76,143.78,Online
SALE-00359,2024-07-22,2024,7,Summer,CUST-0068,PRD-0024,Premium Maxi Dress,Dresses,2,139.05,0.0,278.1,278.1,In-Store
SALE-00360,2024-07-23,2024,7,Summer,CUST-0011,PRD-0055,Basic Loafers,Footwear,2,120.3,0.1,240.6,216.54,In-Store
SALE-00361,2024-07-23,2024,7,Summer,CUST-0053,PRD-0070,Premium Swim Trunks,Swimwear,2,98.82,0.1,197.64,177.88,Online
SALE-00362,2024-07-24,2024,7,Summer,CUST-0015,PRD-0060,Premium Scarf,Accessories,2,20.13,0.3,40.26,28.18,In-Store
SALE-00363,2024-07-24,2024,7,Summer,CUST-0044,PRD-0055,Basic Loafers,Footwear,2,120.3,0.3,240.6,168.42,Online
SALE-00364,2024-07-28,2024,7,Summer,CUST-0015,PRD-0072,Premium One-Piece Swimsuit,Swimwear,3,104.99,0.3,314.97,220.48,In-Store
SALE-00365,2024-07-29,2024,7,Summer,CUST-0012,PRD-0022,Premium Sundress,Dresses,1,50.32,0.2,50.32,40.26,Mobile App
SALE-00366,2024-08-01,2024,8,Summer,CUST-0026,PRD-0057,Basic Sun Hat,Accessories,2,22.55,0.0,45.1,45.1,Mobile App
SALE-00367,2024-08-01,2024,8,Summer,CUST-0042,PRD-0063,Basic Belt,Accessories,2,20.59,0.3,41.18,28.83,In-Store
SALE-00368,2024-08-02,2024,8,Summer,CUST-0057,PRD-0072,Premium One-Piece Swimsuit,Swimwear,2,104.99,0.0,209.98,209.98,Online
SALE-00369,2024-08-02,2024,8,Summer,CUST-0003,PRD-0056,Premium Loafers,Footwear,2,84.75,0.1,169.5,152.55,Online
SALE-00370,2024-08-02,2024,8,Summer,CUST-0040,PRD-0024,Premium Maxi Dress,Dresses,3,139.05,0.0,417.15,417.15,In-Store
SALE-00371,2024-08-04,2024,8,Summer,CUST-0018,PRD-0064,Premium Belt,Accessories,2,52.98,0.0,105.96,105.96,Mobile App
SALE-00372,2024-08-04,2024,8,Summer,CUST-0053,PRD-0007,Basic Polo Shirt,Tops,2,29.13,0.0,58.26,58.26,Mobile App
SALE-00373,2024-08-04,2024,8,Summer,CUST-0004,PRD-0072,Premium One-Piece Swimsuit,Swimwear,1,104.99,0.2,104.99,83.99,Online
SALE-00374,2024-08-04,2024,8,Summer,CUST-0033,PRD-0070,Premium Swim Trunks,Swimwear,2,98.82,0.0,197.64,197.64,In-Store
SALE-00375,2024-08-04,2024,8,Summer,CUST-0002,PRD-0006,Premium Tank Top,Tops,1,44.5,0.1,44.5,40.05,Online
